"Title, Author (Publisher)",Year,Category,Winner
"The Omega Expedition, Brian Stableford (Tor)",2002,Science Fiction,
"The Scar, China Miéville (Macmillan; Del Rey)",2002,Fantasy,TRUE
"Night Watch, Terry Pratchett (Doubleday UK; HarperCollins)",2002,Fantasy,
"A Winter Haunting, Dan Simmons (Morrow)",2002,Fantasy,
"White Apples, Jonathan Carroll (Tor)",2002,Fantasy,
"Kushiel's Chosen, Jacqueline Carey (Tor)",2002,Fantasy,
"Lost in a Good Book, Jasper Fforde (Hodder & Stoughton; Viking 2003)",2002,Fantasy,
"Ombria in Shadow, Patricia A. McKillip (Ace)",2002,Fantasy,
"The Portrait of Mrs. Charbuque, Jeffrey Ford (Morrow)",2002,Fantasy,
"The Fall of the Kings, Ellen Kushner & Delia Sherman (Bantam Spectra)",2002,Fantasy,
"A Fistful of Sky, Nina Kiriki Hoffman (Ace)",2002,Fantasy,
"The Alchemist's Door, Lisa Goldstein (Tor)",2002,Fantasy,
"Voyage of the Shadowmoon, Sean McMullen (Tor)",2002,Fantasy,
"The Facts of Life, Graham Joyce (Gollancz)",2002,Fantasy,
"The Iron Grail, Robert Holdstock (Earthlight; Tor Jan 2004)",2002,Fantasy,
"The Isle of Battle, Sean Russell (Eos)",2002,Fantasy,
"A Bed of Earth, Tanith Lee (Overlook)",2002,Fantasy,
"The Lady of the Sorrows, Cecilia Dart-Thornton (Macmillan Tor Australia; Warner Aspect)",2002,Fantasy,
"Castles Made of Sand, Gwyneth Jones (Gollancz)",2002,Fantasy,
"A Scattering of Jades, Alexander C. Irvine (Tor)",2002,First Novel,TRUE
"The Golden Age, John C. Wright (Tor)",2002,First Novel,
"Altered Carbon, Richard Morgan (Gollancz; Del Rey Jan 2003)",2002,First Novel,
"Solitaire, Kelley Eskridge (Eos)",2002,First Novel,
"The Atrocity Archive (serial), Charles Stross (Spectrum SF #7 Nov 2002, #8 May 2002, #9 2002)",2002,First Novel,
"Warchild, Karin Lowachee (Warner Aspect)",2002,First Novel,
"The Summer Country, James A. Hetley (Ace)",2002,First Novel,
"Fires of the Faithful, Naomi Kritzer (Bantam Spectra)",2002,First Novel,
"The Red Church, Scott Nicholson (Pinnacle)",2002,First Novel,
"The God Who Begat a Jackal, Nega Mezlekia (Picador USA)",2002,First Novel,
"Just Like Beauty, Lisa Lerner (Farrar, Straus & Giroux)",2002,First Novel,
"The Eye of Night, Pauline J. Alama (Bantam Spectra)",2002,First Novel,
"Passage, Connie Willis (Bantam)",2001,Science Fiction,TRUE
"Shadow of the Hegemon, Orson Scott Card (Tor)",2001,Science Fiction,
"The Chronoliths, Robert Charles Wilson (Tor)",2001,Science Fiction,
"Return to the Whorl, Gene Wolfe (Tor)",2001,Science Fiction,
"Defender, C. J. Cherryh (DAW)",2001,Science Fiction,
"Cosmonaut Keep, Ken MacLeod (Orbit; Tor)",2001,Science Fiction,
"Nekropolis, Maureen F. McHugh (Eos)",2001,Science Fiction,
"Probability Sun, Nancy Kress (Tor)",2001,Science Fiction,
"Chasm City, Alastair Reynolds (Gollancz; Ace 2000)",2001,Science Fiction,
"Origin: Manifold 3, Stephen Baxter (Voyager; Del Rey 2002)",2001,Science Fiction,
"The Pickup Artist, Terry Bisson (Tor)",2001,Science Fiction,
"Ship of Fools, Richard Paul Russo (Ace)",2001,Science Fiction,
"Terraforming Earth, Jack Williamson (Tor)",2001,Science Fiction,
"Appleseed, John Clute (Orbit; Tor 2002)",2001,Science Fiction,
"The Secret of Life, Paul McAuley (HarperCollins Voyager; Tor)",2001,Science Fiction,
"The Merchants of Souls, John Barnes (Tor)",2001,Science Fiction,
"Dark Light, Ken MacLeod (Orbit; Tor 2002)",2001,Science Fiction,
"Metaplanetary, Tony Daniel (Eos)",2001,Science Fiction,
"Dervish Is Digital, Pat Cadigan (Macmillan 2000; Tor)",2001,Science Fiction,
"Going, Going, Gone, Jack Womack (Voyager 2000; Grove Press)",2001,Science Fiction,
"Limit of Vision, Linda Nagata (Tor)",2001,Science Fiction,
"The Cassandra Complex, Brian Stableford (Tor)",2001,Science Fiction,
"Eyes of the Calculor, Sean McMullen (Tor)",2001,Science Fiction,
"Maelstrom, Peter Watts (Tor)",2001,Science Fiction,
"The Eyre Affair, Jasper Fforde (Hodder & Stoughton; Viking)",2001,Science Fiction,
"A Paradigm of Earth, Candas Jane Dorsey (Tor)",2001,Science Fiction,
"Deepsix, Jack McDevitt (Eos)",2001,Science Fiction,
"Whole Wide World, Paul McAuley (Voyager; Tor)",2001,Science Fiction,
"Angel of Destruction, Susan R. Matthews (Roc)",2001,Science Fiction,
"American Gods, Neil Gaiman (Morrow)",2001,Fantasy,TRUE
"The Other Wind, Ursula K. Le Guin (Harcourt)",2001,Fantasy,
"The Curse of Chalion, Lois McMaster Bujold (Eos)",2001,Fantasy,
"The Wooden Sea, Jonathan Carroll (Tor)",2001,Fantasy,
"Thief of Time, Terry Pratchett (Doubleday UK; HarperCollins)",2001,Fantasy,
"The Onion Girl, Charles de Lint (Tor)",2001,Fantasy,
"Black House, Stephen King & Peter Straub (Random House)",2001,Fantasy,
"From the Dust Returned, Ray Bradbury (Morrow)",2001,Fantasy,
"Otherland: Sea of Silver Light, Tad Williams (DAW)",2001,Fantasy,
"Fool's Errand, Robin Hobb (Voyager; Bantam Spectra)",2001,Fantasy,
"The Dreamthief's Daughter, Michael Moorcock (Earthlight; Warner Aspect)",2001,Fantasy,
"Smoking Poppy, Graham Joyce (Gollancz; Pocket)",2001,Fantasy,
"Mother of Kings, Poul Anderson (Tor)",2001,Fantasy,
"Coldheart Canyon, Clive Barker (HarperCollins UK; HarperCollins)",2001,Fantasy,
"Lirael, Garth Nix (Allen & Unwin Australia)",2001,Fantasy,
"Past the Size of Dreaming, Nina Kiriki Hoffman (Ace)",2001,Fantasy,
"The Beyond, Jeffrey Ford (Eos)",2001,Fantasy,
"Kushiel's Dart, Jacqueline Carey (Tor)",2001,Fantasy,
"Bold as Love, Gwyneth Jones (Gollancz)",2001,Fantasy,
"The House in the High Woold, Jeffrey E. Barlough (Ace)",2001,Fantasy,
"Dead Until Dark, Charlaine Harris (Ace)",2001,Fantasy,
"The Shadows of God, J. Gregory Keyes (Del Rey)",2001,Fantasy,
"The One Kingdom, Sean Russell (Orbit; Eos)",2001,Fantasy,
"The Hauntings of Hood Canal, Jack Cady (St. Martin's)",2001,Fantasy,
"Lost, Gregory Maguire (HarperCollins)",2001,Fantasy,
"Kushiel's Dart, Jacqueline Carey (Tor)",2001,First Novel,TRUE
"The Eyre Affair, Jasper Fforde (Hodder & Stoughton; Viking 2002)",2001,First Novel,
"The Ill-Made Mute, Cecilia Dart-Thornton (Warner Aspect)",2001,First Novel,
"The Ghost Sister, Liz Williams (Bantam Spectra)",2001,First Novel,
"Alien Taste, Wen Spencer (Roc)",2001,First Novel,
"Divine Intervention, Ken Wharton (Ace)",2001,First Novel,
"Ill Met by Moonlight, Sarah A. Hoyt (Ace)",2001,First Novel,
"Illumination, Terry McGarry (Tor)",2001,First Novel,
"Dance of Knives, Donna McMahon (Tor)",2001,First Novel,
"Inca, Suzanne Allés Blom (Tor/Forge)",2001,First Novel,
"Archangel Protocol, Lyda Morehouse (Roc)",2001,First Novel,
"Swim the Moon, Paul Brandon (Tor)",2001,First Novel,
"Eccentric Circles, Rebecca Lickiss (Ace)",2001,First Novel,
"The Love-Artist, Jane Alison (Farrar, Straus & Giroux)",2001,First Novel,
"Enemy Glory, Karen Michalson (Tor)",2001,First Novel,
"Children of the Shaman, Jessica Rydill (Orbit)",2001,First Novel,
"The Telling, Ursula K. Le Guin (Harcourt)",2000,Science Fiction,TRUE
"Eater, Gregory Benford (Eos)",2000,Science Fiction,
"Zeitgeist, Bruce Sterling (Bantam Spectra)",2000,Science Fiction,
"The Coming, Joe Haldeman (Ace)",2000,Science Fiction,
"In Green's Jungles, Gene Wolfe (Tor)",2000,Science Fiction,
"The Sky Road, Ken MacLeod (Orbit; Tor)",2000,Science Fiction,
"Look to Windward, Iain M. Banks (Orbit)",2000,Science Fiction,
"Space: Manifold 2 (US title: Manifold: Space), Stephen Baxter (HarperCollins Voyager; Ballantine Del Rey 2001)",2000,Science Fiction,
"Midnight Robber, Nalo Hopkinson (Warner Aspect)",2000,Science Fiction,
"Probability Moon, Nancy Kress (Tor)",2000,Science Fiction,
"Crescent City Rhapsody, Kathleen Ann Goonan (Avon Eos)",2000,Science Fiction,
"The Collapsium, Wil McCarthy (Ballantine Del Rey)",2000,Science Fiction,
"Marrow, Robert Reed (Tor)",2000,Science Fiction,
"The Fountains of Youth, Brian Stableford (Tor)",2000,Science Fiction,
"Genesis, Poul Anderson (Tor)",2000,Science Fiction,
"The Fresco, Sheri S. Tepper (Eos)",2000,Science Fiction,
"Shrine of Stars, Paul J. McAuley (Gollancz; Eos)",2000,Science Fiction,
"Ventus, Karl Schroeder (Tor)",2000,Science Fiction,
"Candle, John Barnes (Tor)",2000,Science Fiction,
"Hunted, James Alan Gardner (HarperCollins Eos)",2000,Science Fiction,
"Colony Fleet, Susan R. Matthews (Eos)",2000,Science Fiction,
"Revelation Space, Alastair Reynolds (Gollancz; Ace 2001)",2000,Science Fiction,
"(tie): The Jazz, Melissa Scott (Tor)",2000,Science Fiction,
"(tie): The Miocene Arrow, Sean McMullen (Tor)",2000,Science Fiction,
"Outlaw School, Rebecca Ore (Eos)",2000,Science Fiction,
"Mars Crossing, Geoffrey A. Landis (Tor)",2000,Science Fiction,
"Distance Haze, Jamil Nasir (Bantam Spectra)",2000,Science Fiction,
"Ashes of Victory, David Weber (Baen)",2000,Science Fiction,
"Infinity Beach, Jack McDevitt (HarperPrism)",2000,Science Fiction,
"A Storm of Swords, George R. R. Martin (HarperCollins Voyager; Bantam Spectra)",2000,Fantasy,TRUE
"Declare, Tim Powers (Subterranean Press; Morrow 2001)",2000,Fantasy,
"The Amber Spyglass, Philip Pullman (Knopf)",2000,Fantasy,
"Perdido Street Station, China Miéville (Macmillan; Ballantine Del Rey 2001)",2000,Fantasy,
"Ash: A Secret History, Mary Gentle (Gollancz; Eos)",2000,Fantasy,
"Galveston, Sean Stewart (Ace)",2000,Fantasy,
"Lord of Emperors, Guy Gavriel Kay (Viking Canada; HarperPrism)",2000,Fantasy,
"Forests of the Heart, Charles de Lint (Tor)",2000,Fantasy,
"The Truth, Terry Pratchett (Transworld; HarperCollins)",2000,Fantasy,
"Fortress of Dragons, C. J. Cherryh (Eos)",2000,Fantasy,
"The Tower at Stony Wood, Patricia A. McKillip (Ace)",2000,Fantasy,
"Daemonomania, John Crowley (Bantam)",2000,Fantasy,
"A Kiss of Shadows, Laurell K. Hamilton (Ballantine)",2000,Fantasy,
"Winter's Heart, Robert Jordan (Tor)",2000,Fantasy,
"White as Snow, Tanith Lee (Tor)",2000,Fantasy,
"Prophecy, Elizabeth Haydon (Tor)",2000,Fantasy,
"Ship of Destiny, Robin Hobb (HarperCollins Voyager; Bantam Spectra)",2000,Fantasy,
"Harry Potter and the Goblet of Fire, J. K. Rowling (Bloomsbury; Scholastic)",2000,Fantasy,
"(tie): Canyons, P. D. Cacek (Tor)",2000,Fantasy,
"(tie): King Kelson's Bride, Katherine Kurtz (Ace)",2000,Fantasy,
"Empire of Unreason, J. Gregory Keyes (Ballantine Del Rey)",2000,Fantasy,
"(tie): Spindle's End, Robin McKinley (Putnam)",2000,Fantasy,
"(tie): Year of the Griffin, Diana Wynne Jones (Greenwillow)",2000,Fantasy,
"Knight of the Demon Queen, Barbara Hambly (Ballantine Del Rey)",2000,Fantasy,
"The Gate of Fire, Thomas Harlan (Tor)",2000,Fantasy,
"The Grand Ellipse, Paula Volsky (Bantam Spectra)",2000,Fantasy,
"Mars Crossing, Geoffrey A. Landis (Tor)",2000,First Novel,TRUE
"Revelation Space, Alastair Reynolds (Gollancz; Ace 2001)",2000,First Novel,
"Ceres Storm, David Herter (Tor)",2000,First Novel,
"Wheelers, Ian Stewart & Jack Cohen (Warner Aspect)",2000,First Novel,
"House of Leaves, Mark Z. Danielewski (Pantheon)",2000,First Novel,
"Daughter of the Forest, Juliet Marillier (Pan Macmillan Australia; Tor)",2000,First Novel,
"The King's Peace, Jo Walton (Tor)",2000,First Novel,
"Salt, Adam Roberts (Gollancz)",2000,First Novel,
"The Glasswright's Apprentice, Mindy L. Klasky (Roc)",2000,First Novel,
"Soulsaver, James Stevens-Arce (Harcourt)",2000,First Novel,
"Growing Wings, Laurel Winter (Houghton Mifflin)",2000,First Novel,
"Cryptonomicon, Neal Stephenson (Avon)",1999,Science Fiction,TRUE
"Darwin's Radio, Greg Bear (HarperCollins UK; Ballantine Del Rey)",1999,Science Fiction,
"A Deepness in the Sky, Vernor Vinge (Tor)",1999,Science Fiction,
"A Civil Campaign, Lois McMaster Bujold (Baen)",1999,Science Fiction,
"Ender's Shadow, Orson Scott Card (Tor)",1999,Science Fiction,
"Forever Free, Joe Haldeman (Ace)",1999,Science Fiction,
"Precursor, C. J. Cherryh (DAW)",1999,Science Fiction,
"On Blue's Waters, Gene Wolfe (Tor)",1999,Science Fiction,
"The Naked God, Peter F. Hamilton (Macmillan UK; Warner Aspect)",1999,Science Fiction,
"Teranesia, Greg Egan (Gollancz; HarperPrism)",1999,Science Fiction,
"The Cassini Division, Ken MacLeod (Orbit; Tor 1999)",1999,Science Fiction,
"The Martian Race, Gregory Benford (Warner Aspect)",1999,Science Fiction,
"Waiting, Frank M. Robinson (Forge)",1999,Science Fiction,
"Time: Manifold 1 (US title: Manifold: Time), Stephen Baxter (HarperCollins Voyager; Ballantine Del Rey)",1999,Science Fiction,
"All Tomorrow's Parties, William Gibson (Putnam)",1999,Science Fiction,
"Bios, Robert Charles Wilson (Tor)",1999,Science Fiction,
"The Far Shore of Time, Frederik Pohl (Tor)",1999,Science Fiction,
"Greenhouse Summer, Norman Spinrad (Tor)",1999,Science Fiction,
"Finity, John Barnes (Tor)",1999,Science Fiction,
"Ancients of Days, Paul J. McAuley (Gollancz; Eos)",1999,Science Fiction,
"(tie): Souls in the Great Machine, Sean McMullen (Tor)",1999,Science Fiction,
"Singer from the Sea, Sheri S. Tepper (Avon Eos)",1999,Science Fiction,
"The Extremes, Christopher Priest (Simon & Schuster UK; St. Martin's)",1999,Science Fiction,
"The Conqueror's Child, Suzy McKee Charnas (Tor)",1999,Science Fiction,
"(tie): Tower of Dreams, Jamil Nasir (Bantam Spectra)",1999,Science Fiction,
"Harry Potter and the Prisoner of Azkaban, J. K. Rowling (Bloomsbury; Scholastic)",1999,Fantasy,TRUE
"The Fifth Elephant, Terry Pratchett (Doubleday UK; HarperPrism 2000)",1999,Fantasy,
"Fortress of Owls, C. J. Cherryh (HarperPrism)",1999,Fantasy,
"Dark Cities Underground, Lisa Goldstein (Tor)",1999,Fantasy,
"Tamsin, Peter S. Beagle (Roc)",1999,Fantasy,
"The Eternal Footman, James Morrow (Harcourt Brace)",1999,Fantasy,
"Enchantment, Orson Scott Card (Ballantine Del Rey)",1999,Fantasy,
"Mr. X, Peter Straub (Random House)",1999,Fantasy,
"A Calculus of Angels, J. Gregory Keyes (Ballantine Del Rey)",1999,Fantasy,
"The Marriage of Sticks, Jonathan Carroll (Gollancz; Tor)",1999,Fantasy,
"Dragonshadow, Barbara Hambly (Ballantine Del Rey)",1999,Fantasy,
"A Red Heart of Memories, Nina Kiriki Hoffman (Ace)",1999,Fantasy,
"The Rainy Season, James P. Blaylock (Ace)",1999,Fantasy,
"Black Light, Elizabeth Hand (HarperPrism)",1999,Fantasy,
"The Stars Compel, Michaela Roessner (Tor)",1999,Fantasy,
"The Sub, Thomas M. Disch (Knopf)",1999,Fantasy,
"Saint Fire, Tanith Lee (Overlook Press)",1999,Fantasy,
"The Wild Swans, Peg Kerr (Warner Aspect)",1999,Fantasy,
"Sea Dragon Heir, Storm Constantine (Gollancz; Tor 2000)",1999,Fantasy,
"Rhapsody, Elizabeth Haydon (Tor)",1999,Fantasy,
"The Silk Code, Paul Levinson (Tor)",1999,First Novel,TRUE
"The Shadow of Ararat, Thomas Harlan (Tor)",1999,First Novel,
"Starfish, Peter Watts (Tor)",1999,First Novel,
"Code of Conduct, Kristine Smith (Avon Eos)",1999,First Novel,
"The Thief's Gamble, Juliet E. McKenna (Orbit; HarperPrism)",1999,First Novel,
"King Rat, China Miéville (Macmillan UK; Tor)",1999,First Novel,
"Shiva 3000, Jan Lars Jensen (Harcourt Brace)",1999,First Novel,
"Prospero's Children, Jan Siegel (HarperCollins Voyager; Ballantine Del Rey 2000)",1999,First Novel,
"Time Future, Maxine McArthur (Bantam Australia)",1999,First Novel,
"Rhapsody, Elizabeth Haydon (Tor)",1999,First Novel,
"Nocturne for a Dangerous Man, Marc Matz (Tor)",1999,First Novel,
"Silver Screen, Justina Robson (Macmillan UK)",1999,First Novel,
"The Divinity Student, Michael Cisco (Buzzcity Press)",1999,First Novel,
"The Chosen, Ricardo Pinto (Bantam UK; Tor 2000)",1999,First Novel,
"Gardens of the Moon, Steven Erikson (Bantam UK)",1999,First Novel,
"To Say Nothing of the Dog, Connie Willis (Bantam Spectra)",1998,Science Fiction,TRUE
"Darwinia, Robert Charles Wilson (Tor)",1998,Science Fiction,
"The Alien Years, Robert Silverberg (HarperCollins Voyager; HarperPrism)",1998,Science Fiction,
"Distraction, Bruce Sterling (Bantam Spectra)",1998,Science Fiction,
"The Golden Globe, John Varley (Ace)",1998,Science Fiction,
"Cosm, Gregory Benford (Avon Eos)",1998,Science Fiction,
"Children of God, Mary Doria Russell (Villard)",1998,Science Fiction,
"Parable of the Talents, Octavia E. Butler (Seven Stories Press)",1998,Science Fiction,
"Ports of Call, Jack Vance (Underwood Books; Tor)",1998,Science Fiction,
"Starfarers, Poul Anderson (Tor)",1998,Science Fiction,
"(tie): Dinosaur Summer, Greg Bear (Warner Aspect)",1998,Science Fiction,
"(tie): Six Moon Dance, Sheri S. Tepper (Avon Eos)",1998,Science Fiction,
"Maximum Light, Nancy Kress (Tor)",1998,Science Fiction,
"Moonseed, Stephen Baxter (HarperCollins Voyager; HarperPrism)",1998,Science Fiction,
"Komarr, Lois McMaster Bujold (Baen)",1998,Science Fiction,
"Mission Child, Maureen F. McHugh (Avon Eos)",1998,Science Fiction,
"Vast, Linda Nagata (Bantam Spectra)",1998,Science Fiction,
"Child of the River, Paul J. McAuley (Gollancz; Avon Eos 1998)",1998,Science Fiction,
"Deepdrive, Alexander Jablokov (Avon Eos)",1998,Science Fiction,
"Girl in Landscape, Jonathan Lethem (Doubleday Anchor)",1998,Science Fiction,
"Otherland: River of Blue Fire, Tad Williams (DAW)",1998,Science Fiction,
"Earth Made of Glass, John Barnes (Tor)",1998,Science Fiction,
"The Children Star, Joan Slonczewski (Tor)",1998,Science Fiction,
"Bloom, Wil McCarthy (Ballantine Del Rey)",1998,Science Fiction,
"Noir, K. W. Jeter (Bantam Spectra)",1998,Science Fiction,
"Moonfall, Jack McDevitt (HarperPrism)",1998,Science Fiction,
"Prisoner of Conscience, Susan R. Matthews (Avon Eos)",1998,Science Fiction,
"Kirinya, Ian McDonald (Gollancz)",1998,Science Fiction,
"The Cassini Division, Ken MacLeod (Orbit; Tor 1999)",1998,Science Fiction,
"The Shapes of Their Hearts, Melissa Scott (Tor)",1998,Science Fiction,
"A Clash of Kings, George R. R. Martin (HarperCollins Voyager; Bantam Spectra)",1998,Fantasy,TRUE
"Stardust, Neil Gaiman (DC/Vertigo; Avon 1999)",1998,Fantasy,
"Mockingbird, Sean Stewart (Ace)",1998,Fantasy,
"Heartfire, Orson Scott Card (Tor)",1998,Fantasy,
"Fortress of Eagles, C. J. Cherryh (HarperPrism)",1998,Fantasy,
"Newton's Cannon, J. Gregory Keyes (Ballantine Del Rey)",1998,Fantasy,
"Song for the Basilisk, Patricia A. McKillip (Ace)",1998,Fantasy,
"(tie): Sailing to Sarantium, Guy Gavriel Kay (Earthlight UK; HarperPrism)",1998,Fantasy,
"(tie): Someplace to Be Flying, Charles de Lint (Tor)",1998,Fantasy,
"Dragon's Winter, Elizabeth A. Lynn (Ace)",1998,Fantasy,
"Prince of Dogs, Kate Elliott (DAW)",1998,Fantasy,
"Dark Lord of Derkholm, Diana Wynne Jones (Greenwillow)",1998,Fantasy,
"The One-Armed Queen, Jane Yolen (Tor)",1998,Fantasy,
"Changer, Jane Lindskold (Avon Eos)",1998,Fantasy,
"Juniper, Gentian, and Rosemary, Pamela Dean (Tor)",1998,Fantasy,
"The Gilded Chain, Dave Duncan (Avon Eos)",1998,Fantasy,
"The Innamorati, Midori Snyder (Tor)",1998,Fantasy,
"(tie): Bhagavati, Kara Dalkey (Tor)",1998,Fantasy,
"(tie): The Book of Knights, Yves Meynard (Tor)",1998,Fantasy,
"Harry Potter and the Philosopher's Stone (US title: Harry Potter and the Sorcerer's Stone), J. K. Rowling (Bloomsbury; Scholastic/Levine 1998)",1998,Fantasy,
"Brown Girl in the Ring, Nalo Hopkinson (Warner Aspect)",1998,First Novel,TRUE
"Halfway Human, Carolyn Ives Gilman (Avon Eos)",1998,First Novel,
"In the Garden of Iden, Kage Baker (Hodder & Stoughton; Harcourt Brace)",1998,First Novel,
"Harry Potter and the Philosopher's Stone (US title: Harry Potter and the Sorcerer's Stone), J. K. Rowling (Bloomsbury; Scholastic/Levine 1998)",1998,First Novel,
"Green Rider, Kristen Britain (DAW)",1998,First Novel,
"Silk, Caitlín R. Kiernan (Roc)",1998,First Novel,
"The Last Dragonlord, Joanne Bertin (Earthlight; Tor)",1998,First Novel,
"The Iron Bridge, David Morse (Harcourt Brace)",1998,First Novel,
"Dawn Song, Michael Marano (Tor)",1998,First Novel,
"The High House, James Stoddard (Warner Aspect)",1998,First Novel,
"Nameless Magery, Delia Marshall Turner (Ballantine Del Rey)",1998,First Novel,
"A Scientific Romance, Ronald Wright (Knopf Canada; Picador USA)",1998,First Novel,
"Daughter of the Blood, Anne Bishop (Roc)",1998,First Novel,
"Anvil, Nicholas van Pallandt (Roc)",1998,First Novel,
"The Wild Hunt: Vengeance Moon, Jocelin Foxe (Avon Eos)",1998,First Novel,
"Dragonclaw: Book One of The Witches of Eileanan (US title: The Witches of Eileanan), Kate Forsyth(Random House Arrow Australia; Roc)",1998,First Novel,
"The Rise of Endymion, Dan Simmons (Bantam Spectra)",1997,Science Fiction,TRUE
"Antarctica, Kim Stanley Robinson (HarperCollins Voyager)",1997,Science Fiction,
"Forever Peace, Joe Haldeman (Ace)",1997,Science Fiction,
"Saint Leibowitz and the Wild Horse Woman, Walter M. Miller, Jr., with Terry Bisson (Orbit; Bantam)",1997,Science Fiction,
"Finity's End, C. J. Cherryh (Warner)",1997,Science Fiction,
"/ Slant, Greg Bear (Legend; Tor)",1997,Science Fiction,
"Diaspora, Greg Egan (Millennium; HarperPrism)",1997,Science Fiction,
"Fool's War, Sarah Zettel (Warner Aspect)",1997,Science Fiction,
"Titan, Stephen Baxter (HarperCollins Voyager; HarperPrism)",1997,Science Fiction,
"3001: The Final Odyssey, Arthur C. Clarke (Ballantine Del Rey)",1997,Science Fiction,
"The Reality Dysfunction, Peter F. Hamilton (Macmillan; Warner Aspect)",1997,Science Fiction,
"God's Fires, Patricia Anthony (Ace)",1997,Science Fiction,
"Corrupting Dr. Nice, John Kessel (Tor)",1997,Science Fiction,
"Destiny's Road, Larry Niven (Tor)",1997,Science Fiction,
"Eternity Road, Jack McDevitt (HarperPrism)",1997,Science Fiction,
"The Black Sun, Jack Williamson (Tor)",1997,Science Fiction,
"The Family Tree, Sheri S. Tepper (Avon)",1997,Science Fiction,
"Glimmering, Elizabeth Hand (HarperPrism)",1997,Science Fiction,
"Secret Passages, Paul Preuss (Tor)",1997,Science Fiction,
"The Fleet of Stars, Poul Anderson (Tor)",1997,Science Fiction,
"Mississippi Blues, Kathleen Ann Goonan (Tor)",1997,Science Fiction,
"The Calcutta Chromosome, Amitav Ghosh (Picador; Ravi Dayal 1995)",1997,Science Fiction,
"(tie): Dreaming Metal, Melissa Scott (Tor)",1997,Science Fiction,
"(tie): Tomorrow and Tomorrow, Charles Sheffield (Bantam Spectra)",1997,Science Fiction,
"The Dazzle of Day, Molly Gloss (Tor)",1997,Science Fiction,
"Once a Hero, Elizabeth Moon (Baen)",1997,Science Fiction,
"Einstein's Bridge, John Cramer (Avon)",1997,Science Fiction,
"Deception Well, Linda Nagata (Bantam Spectra)",1997,Science Fiction,
"Earthquake Weather, Tim Powers (Tor)",1997,Fantasy,TRUE
"Jack Faust, Michael Swanwick (Avon)",1997,Fantasy,
"City on Fire, Walter Jon Williams (HarperPrism)",1997,Fantasy,
"The Dark Tower IV: Wizard and Glass, Stephen King (Donald M. Grant)",1997,Fantasy,
"Assassin's Quest, Robin Hobb (Bantam Spectra)",1997,Fantasy,
"The Moon and the Sun, Vonda N. McIntyre (Pocket)",1997,Fantasy,
"Freedom & Necessity, Steven Brust & Emma Bull (Tor)",1997,Fantasy,
"Trader, Charles de Lint (Tor)",1997,Fantasy,
"The Gift, Patrick O'Leary (Tor)",1997,Fantasy,
"Winter Tides, James P. Blaylock (Ace)",1997,Fantasy,
"The Subtle Knife, Philip Pullman (Knopf)",1997,Fantasy,
"Rose Daughter, Robin McKinley (Morrow Greenwillow)",1997,Fantasy,
"Dogland, Will Shetterly (Tor)",1997,Fantasy,
"King's Dragon, Kate Elliott (DAW)",1997,Fantasy,
"Lord of the Isles, David Drake (Tor)",1997,Fantasy,
"Gate of Ivory, Gate of Horn, Robert Holdstock (Roc)",1997,Fantasy,
"Running with the Demon, Terry Brooks (Ballantine Del Rey)",1997,Fantasy,
"The Mines of Behemoth, Michael Shea (Baen)",1997,Fantasy,
"My Soul to Keep, Tananarive Due (HarperCollins)",1997,Fantasy,
"The Night Watch, Sean Stewart (Ace)",1997,Fantasy,
"The Stars Dispose, Michaela Roessner (Tor)",1997,Fantasy,
"The Blackgod, J. Gregory Keyes (Ballantine Del Rey)",1997,Fantasy,
"The Great Wheel, Ian R. MacLeod (Harcourt Brace)",1997,First Novel,TRUE
"Expendable, James Alan Gardner (AvoNova)",1997,First Novel,
"Black Wine, Candas Jane Dorsey (Tor)",1997,First Novel,
"An Exchange of Hostages, Susan R. Matthews (AvoNova)",1997,First Novel,
"Mars Underground, William K. Hartmann (Tor)",1997,First Novel,
"The Art of Arrow Cutting, Stephen Dedman (Tor)",1997,First Novel,
"The Merro Tree, Katie Waitman (Ballantine Del Rey)",1997,First Novel,
"Lightpaths, Howard V. Hendrix (Ace)",1997,First Novel,
"A Thousand Words for Stranger, Julie E. Czerneda (DAW)",1997,First Novel,
"Waking Beauty, Paul Witcover (HarperPrism)",1997,First Novel,
"The Troika, Stepan Chapman (The Ministry of Whimsy Press)",1997,First Novel,
"The Stone Prince, Fiona Patton (DAW)",1997,First Novel,
"Lives of the Monster Dogs, Kirsten Bakis (Farrar, Straus & Giroux)",1997,First Novel,
"Iron Dawn, Matthew Woodring Stover (Roc)",1997,First Novel,
"The Seventh Heart, Marina Fitch (Ace)",1997,First Novel,
"The Seraphim Rising, Elisabeth DeVos (Roc)",1997,First Novel,
"Blue Mars, Kim Stanley Robinson (HarperCollins Voyager; Bantam Spectra)",1996,Science Fiction,TRUE
"Endymion, Dan Simmons (Bantam Spectra)",1996,Science Fiction,
"Memory, Lois McMaster Bujold (Baen)",1996,Science Fiction,
"Cetaganda, Lois McMaster Bujold (Baen)",1996,Science Fiction,
"Holy Fire, Bruce Sterling (Orion; Bantam Spectra)",1996,Science Fiction,
"Idoru, William Gibson (Putnam)",1996,Science Fiction,
"Inheritor, C. J. Cherryh (DAW)",1996,Science Fiction,
"Night Lamp, Jack Vance (Underwood Books; Tor)",1996,Science Fiction,
"Fairyland, Paul J. McAuley (Gollancz; Avon)",1996,Science Fiction,
